id,surname,forename,initials,age_text,honours,date_of_death,date_of_death2,rank,regiment,secondary_regiment,unitshipsquadron,country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation,
143329,TATE,,P A,,,10/12/1917,,Gunner,Royal Garrison Artillery,,76th Siege Bty.,Belgium,'149217',VLAMERTINGHE NEW MILITARY CEMETERY,XIII. H. 1.,
1437910,TATE,HARRY,H,20,,19/07/1920,,Private,East Yorkshire Regiment,,2nd Bn.,India,'59705',DELHI MEMORIAL (INDIA GATE),Face 1.,Son of Mrs. Mary J. Tate. (Buried Peshawar (Right) B.C. XLV. 81.).
149763,TATE,,F,40,,30/09/1917,,Private,Yorkshire Regiment,Labour Corps,16th Bn.,Belgium,'31399',LIJSSENTHOEK MILITARY CEMETERY,XXIV. B. 16.,"Son of Richard and Elizabeth Tate, of Healaugh, Tadcaster, Yorks."
155682,TATE,WILLIAM LOUIS,W L,24,,13/03/1915,,Lieutenant,Royal Fusiliers,,3rd Bn.,Belgium,,KEMMEL CHATEAU MILITARY CEMETERY,X. 7.,"Eldest son of the late William Jacob Tate, I.C.S., and of Mrs. Julia Marie Tate, of 76, Queensborough Terrace, Hyde Park, London. Born at Bangalore, India. Educated at Cheltenham College, and Corpus Christi College, Oxford. B.A. (Honours)."
1562849,TATE,WALTER,W,29,,09/05/1915,,Private,Northamptonshire Regiment,,1st Bn.,France,'7695',LE TOURET MEMORIAL,Panel 28 to 30.,"Son of the late John and Mary Ann Tate, of Northampton."
1562850,TATE,WILLIAM,W,,,10/03/1915,,Private,The King's (Liverpool Regiment),,1st Bn.,France,'8236',LE TOURET MEMORIAL,Panels 6 to 8.,
1589302,TATE,HARRY OSTREND,H O,,,24/03/1918,,Corporal,Cheshire Regiment,,15th Bn.,France,'200046',POZIERES MEMORIAL,Panel 35 and 36.,
1589303,TATE,JAMES E.,J E,,,27/03/1918,,Private,East Yorkshire Regiment,,1st/4th Bn.,France,'23894',POZIERES MEMORIAL,Panel 27 and 28.,
1589304,TATE,JAMES LEONARD,J L,19,,04/04/1918,,Private,London Regiment (Prince of Wales' Own Civil Service Rifles),London Regiment (City of London Rifles),1st/15th Bn.,France,'534930',POZIERES MEMORIAL,Panel 88.,"Son of John William and Eleanor Tate, of 7, Salisbury View, Armley, Leeds."
1589305,TATE,JESSE,J,40,,21/03/1918,,Private,Manchester Regiment,,2nd/7th Bn.,France,'302407',POZIERES MEMORIAL,Panel 64 to 67.,"Husband of Margaret Tate, of 19, Sandy Lane, Barrowford, Nelson, Lancs."
1671910,TATE,ARTHUR,A,25,,21/03/1918,,Gunner,Royal Field Artillery,,"""C"" Bty. 169th Bde.",France,'935681',ARRAS MEMORIAL,Bay 1.,"Son of Frederick and Susan Tate, of 5, Union Rd., Walthamstow, Essex."
1671911,TATE,EDWARD,E,,,21/03/1918,,Private,Northumberland Fusiliers,,25th (Tyneside Irish) Bn.,France,'7630',ARRAS MEMORIAL,Bay 2 and 3.,
1671912,TATE,GEORGE HENRY,G H,,,23/09/1918,,Air Mechanic 3rd Class,Royal Air Force,,1st Aeroplane Supply Depot.,France,'104027',ARRAS FLYING SERVICES MEMORIAL,,
1671913,TATE,ISAAC,I,,,09/05/1917,,Private,Royal Berkshire Regiment,,6th Bn.,France,'202629',ARRAS MEMORIAL,Bay 7.,
1671914,TATE,SIDNEY,S,,,22/05/1917,,Private,Norfolk Regiment,,8th Bn.,France,'29986',ARRAS MEMORIAL,Bay 3.,
1671915,TATE,WILFRED,W,22,,03/05/1917,,Private,Duke of Wellington's (West Riding Regiment),,2nd/5th Bn.,France,'241613',ARRAS MEMORIAL,Bay 6.,"Son of John William and Sarah Tate, of 131, Station Rd., Golcar, Huddersfield."
1671916,TATE,WILLIAM,W,19,,28/04/1917,,Private,Northumberland Fusiliers,,26th (Tyneside Irish) Bn.,France,'26/1381',ARRAS MEMORIAL,Bay 2 and 3.,"Son of Thomas and Elizabeth R. Tate, of Church St., Haswell, Co. Durham."
171353,TATE,ALBERT,A,29,,30/07/1916,,Private,Durham Light Infantry,,22nd Bn.,France,'22/1035',CAMBRIN CHURCHYARD EXTENSION,P. 10.,"Son of Margaret and the late Alonza Tate, of 1, Green Rd., Skelton-in-Cleveland, Yorks."
173678,TATE,JOHN,J,28,,07/08/1945,,Bombardier,Royal Artillery,,"15 Bty., 6 H.A.A. Regt.",Malaysia,'819824',LABUAN WAR CEMETERY,K. D. 7.,
1749366,TATE,ANDREW,A,23,,24/09/1918,,Private,Machine Gun Corps (Infantry),,12th Bn.,France,'123247',VIS-EN-ARTOIS MEMORIAL,Panel 10.,"Son of France, Ellen Tate, of 6, Foyle St., Sunderland, and the late Anthony Tate."
1749367,TATE,JOSEPH W.,J W,22,,10/09/1918,,Private,East Yorkshire Regiment,,1st Bn.,France,'51622',VIS-EN-ARTOIS MEMORIAL,Panel 4.,"Son of Robert and Barbara A. Tate, of 44, Jane St., Hetton-le-Hole, Co. Durham; husband of Lavinia Tate."
1749368,TATE,NORMAN,N,21,,06/10/1918,,Lance Corporal,Northumberland Fusiliers,,2nd Bn.,France,'28/449',VIS-EN-ARTOIS MEMORIAL,Panel 3.,"Son of Robert William and Emma Tate, of 111, Spencer St., Heaton, Newcastle-on-Tyne."
1749369,TATE,ROBERT FREDERICK,R F,19,,23/10/1918,,Private,Welsh Regiment,,2nd Bn.,France,'32861',VIS-EN-ARTOIS MEMORIAL,Panel 7.,"Son of David and Frances Tate, of 38, Brynglas, Penydaren, Merthyr Tydvil, Glam. Also served at Gallipoli, and in Mesopotamia with 8th Bn."
1749370,TATE,WILLIAM,W,,,04/10/1918,,Private,Manchester Regiment,,20th Bn.,France,'14728',VIS-EN-ARTOIS MEMORIAL,Panel 9.,
1749371,TATE,WILLIAM WHITBURN,W W,,,23/08/1918,,Private,Northumberland Fusiliers,,1st Bn.,France,'236932',VIS-EN-ARTOIS MEMORIAL,Panel 3.,
175259,TATE,TOM CAMPBELL,T C,23,,02/09/1916,,Second Lieutenant,Royal Sussex Regiment,,12th Bn.,France,,COUIN BRITISH CEMETERY,IV. A. 5.,"Son of William Tate, of 47, Salisbury Rd., Southsea, Hants."
1757219,TATE,ERNEST ATKINSON,E A,21,,23/11/1917,,Private,Yorkshire Regiment,,13th Bn.,France,'25612',"CAMBRAI MEMORIAL, LOUVERVAL",Panel 5.,"Son of Atkinson and Angelina Tate, of 24, Forster St., Hunslet Rd., Leeds."
1760373,TATE,JOHN MARTIN,J M,,,27/05/1918,,Captain,Northumberland Fusiliers,,14th Bn.,France,,SOISSONS MEMORIAL,,
1808450,TATE,ERNEST WILLIAM,E W,21,D F C,28/11/1941,,Flying Officer,Royal Air Force Volunteer Reserve,,220 Sqdn.,United Kingdom,'83733',RUNNYMEDE MEMORIAL,Panel 30.,"Son of Thomas E. and Mabel G. Tate, of Bedlington, Northumberland."
1808451,TATE,FRANCIS RICHARD HARRY,F R H,26,,20/04/1943,,Flying Officer,Royal Air Force Volunteer Reserve,,57 Sqdn.,United Kingdom,'130434',RUNNYMEDE MEMORIAL,Panel 129.,"Son of Harry and Harriett Tate, of Worthing, Sussex."
1808453,TATE,GODFREY,G,,,30/07/1944,,Flight Sergeant,Royal Air Force,,1 Sqdn.,United Kingdom,'574580',RUNNYMEDE MEMORIAL,Panel 222.,
1808454,TATE,RONALD EDWARD,R E,21,,07/09/1943,,Sergeant,Royal Air Force Volunteer Reserve,,10 Sqdn.,United Kingdom,'1146823',RUNNYMEDE MEMORIAL,Panel 166.,"Son of George Robert and Margaret Anne, Tate, of Ripon, Yorkshire."
1808455,TATE,STANLEY O'CONNOR,S O,41,,13/07/1943,,Pilot Officer,Royal Air Force Volunteer Reserve,,467 Sqdn.,United Kingdom,'138889',RUNNYMEDE MEMORIAL,Panel 133.,"Son of William Tate and of Maria Louisa Tate (nee O'Connor); husband of Doreen Alice Catherine Tate, of Dunmore, Co. Waterford, Republic of Ireland."
1808456,TATE,WALTER GEORGE,W G,20,,15/01/1942,,Sergeant,Royal Air Force Volunteer Reserve,,104 Sqdn.,United Kingdom,'1255945',RUNNYMEDE MEMORIAL,Panel 94.,"Son of Thomas Walter and Dorothy Rose Tate, of Bognor Regis, Sussex."
1816365,TATE,GEORGE MANNERS,G M,31,,18/03/1942,,Aircraftman 1st Class,Royal Air Force Volunteer Reserve,,,Singapore,'1000442',SINGAPORE MEMORIAL,Column 418.,Son of G. M. and Barbara Annie Tate.
184734,TATE,,E,36,,24/03/1918,,Private,Tank Corps,,8th Bn.,France,'202005',LEBUCQUIERE COMMUNAL CEMETERY EXTENSION,Sp. Mem. B. 8.,"Son of the late George Tate, J.P., and of Florence Mary Tate, of 12, Percy Terrace, Alnwick, Northumberland. Native of Brotherwick, Northumberland."
192876,TATE,,H,,,26/08/1916,,Serjeant,Northumberland Fusiliers,,22nd (Tyneside Scottish) Bn.,France,'22/1278',ERQUINGHEM-LYS CHURCHYARD EXTENSION,I. K. 20.,
197919,TATE,GERALD CHARLES,G C,18,,21/03/1915,,Second Lieutenant,East Yorkshire Regiment,,3rd Bn.,France,,"BAILLEUL COMMUNAL CEMETERY, NORD",I. 20.,"Son of Charles Spence Tate and Emma Elizabeth Tate, of 43, Rosemont Rd., Acton, London."
201812,TATE,,E D,,,01/05/1916,,Private,Middlesex Regiment,,13th Bn.,France,'G/8503',"BAILLEUL COMMUNAL CEMETERY EXTENSION, NORD",II. D. 76.,
2032950,TATE,LESLIE,L,21,,16/09/1942,,Sergeant,Royal Air Force,,106 Sqdn.,Germany,'617977',RHEINBERG WAR CEMETERY,5. E. 16.,"Son of Frederick and Theresa Tate, of Houghton-le-Spring, Co. Durham."
2046327,TATE,FRANCIS JOSEPH,F J,20,,16/01/1945,,Sergeant,Royal Air Force Volunteer Reserve,,12 Sqdn.,Germany,'3012866',REICHSWALD FOREST WAR CEMETERY,Coll. grave 13. F. 1-3.,"Son of Archibald Quayle Tate and Florence Mary Tate, of Douglas, Isle of Man."
2046328,TATE,LAWRENCE JAMES,L J,,,09/04/1943,,Sergeant,Royal Air Force Volunteer Reserve,,106 Sqdn.,Germany,'1575776',REICHSWALD FOREST WAR CEMETERY,Coll. grave 27. B. 11-17.,
2072947,TATE,JOHN,J,27,,11/03/1942,,Gunner,Royal Artillery,,7 Coast Regt.,Singapore,'819649',SINGAPORE MEMORIAL,Column 31.,"Son of John and Maria Tate, of Newcastle-on-Tyne."
2077065,TATE,TREVOR BELL,T B,21,,13/02/1945,,Leading Aircraftman,Royal Air Force Volunteer Reserve,,,Italy,'1548587',BARI WAR CEMETERY,VII. E. 34.,"Son of Thomas Daniel and Hilda Tate, of South Shields, Co. Durham."
2081722,TATE,GEORGE J.,G J,25,,21/09/1944,,Lance Corporal,Royal Welch Fusiliers,,4th Bn.,Netherlands,'4197857',VALKENSWAARD WAR CEMETERY,I. D. 3.,
2082103,TATE,EDWARD JAMES,E J,23,,07/11/1944,,Leading Aircraftman,Royal Air Force Volunteer Reserve,,B.S.R.U.,Belgium,'637456',OOSTENDE NEW COMMUNAL CEMETERY,Plot 9. Row 2. Grave 33.,"Son of Mr. and Mrs. R. S. Tate, of Morden, Surrey."
2088038,TATE,ERICK WILLIAM,E W,30,,08/02/1942,,Flight Lieutenant,Royal Air Force,,28 Sqdn.,Myanmar,'39426',TAUKKYAN WAR CEMETERY,26. B. 7.,"Son of William Henry and Beatrice Elizabeth Tate; husband of Vera Blanche Allan Tate, of Chester."
2101115,TATE,ROBERT RICHARD JACK,R R J,20,,31/03/1944,,Pilot Officer,Royal Air Force Volunteer Reserve,,103 Sqdn.,Germany,'172570',HANOVER WAR CEMETERY,6. H. 7.,"Son of Robert W. and Ada C. Tate, of Loughton, Essex."
2101610,TATE,ROBERT,R,23,,15/05/1945,,Driver,Royal Engineers,,148 Field Park Sqn.,Germany,'1951362',CELLE WAR CEMETERY,1. D. 11.,"Son of Fredrick and Florence Tate; husband of Blodwen Winifred Tate, of Yaxley, Northamptonshire."
2103271,TATE,THOMAS JOBSON,T J,,,07/10/1944,,Flight Lieutenant,Royal Air Force Volunteer Reserve,,617 Sqdn.,Germany,'111526',DURNBACH WAR CEMETERY,Coll. grave 8. H. 22-25.,
2110056,TATE,GEORGE,G,24,,23/01/1945,,Warrant Officer,Royal Air Force Volunteer Reserve,,610 Sqdn.,Belgium,'1433255',LEOPOLDSBURG WAR CEMETERY,VIII. C. 2.,"Son of George and Gladys Tate, of Liverton Mines, Yorkshire; husband of Marjorie Tate, of Marlborough, Devon."
2115355,TATE,JOHN WILLIAM,J W,50,,05/01/1943,,Company Quartermaster Serjeant,Pioneer Corps,,,Egypt,'13004505',TEL EL KEBIR WAR MEMORIAL CEMETERY,1. A. 4.,
2125334,TATE,RONALD McNIGHT W.,R M W,27,,14/11/1942,,Driver,Royal Army Service Corps,,906 Gen. Transport Coy.,Egypt,'T/4621370',ALAMEIN MEMORIAL,Column 79.,"Son of Willie and Florence W. Tate, of Lightcliffe, Yorkshire."
2148296,TATE,CYRIL,C,23,,17/06/1943,,Sapper,Royal Engineers,,991 Docks Operating Coy.,United Kingdom,'2123424',BROOKWOOD 1939-1945 MEMORIAL,Panel 7. Column 1.,"Son of Mr. and Mrs. A. Tate, of Mapperley, Nottingham."
2177791,TATE,ERNEST HOLLAND,E H,,,01/10/1943,,Aircraftman 1st Class,Royal Air Force Volunteer Reserve,,,India,'1218595',DELHI WAR CEMETERY,7. D. 7.,
2187487,TATE,,,,,03/09/1939,31/12/1947,Private,Solomon Islands Labour Corps,,,New Caledonia,,BOURAIL MEMORIAL,Panel 12.,
2192143,TATE,KENNETH HERBERT,K H,20,,18/07/1942,,Trooper,Royal Armoured Corps,,4th Queen's Own Hussars,India,'320296',"CALCUTTA (BHOWANIPORE) CEMETERY, KOLKATA",Plot H. Grave 18.,"Son of Herbert and Ellen Tate, of Monk Sherborne, Hampshire."
2206402,TATE,JOHN ARTHUR,J A,26,,15/10/1941,,Lieutenant,Royal Army Service Corps,,,Libya,'124986',TOBRUK WAR CEMETERY,6. N. 11.,"Son of Joseph Tate, and of Hester Louisa Tate, of Cilcain, Flintshire. M.A.(Cantab.), LL.B."
2212427,TATE,CHARLES EDWARD DALEY,C E D,25,,03/11/1942,,Private,Durham Light Infantry,,9th Bn.,Egypt,'4459159',EL ALAMEIN WAR CEMETERY,XI. J. 7.,"Son of John George and Mary Tate, of Bishopwearmouth, Co. Durham."
2215028,TATE,WILLIAM HAROLD,W H,31,,23/11/1943,,Private,Northamptonshire Regiment,,5th Bn.,Italy,'5890341',SANGRO RIVER WAR CEMETERY,II. B. 12.,"Son of William and Norah Tate, of Hinckley, Leicestershire."
2221612,TATE,DONALD,D,20,,03/01/1946,,Leading Stoker,Royal Navy,,H.M.S. Bermuda.,"China, (including Hong Kong)",'D/KX163760',SAI WAN WAR CEMETERY,II. F. 7.,"Son of Albert and Annie Tate, of Mapperley, Nottingham."
2235344,TATE,JOHN FREDERICK RUSSELL,J F R,,,19/07/1944,,Warrant Officer,Royal Air Force Volunteer Reserve,,619 Sqdn.,France,'1378784',USSY-SUR-MARNE COMMUNAL CEMETERY,Coll. grave.,
2246968,TATE,,J,,,24/01/1942,,Private,ALIAS,,,Australia,'VX66279',BOX HILL GENERAL CEMETERY,,see STEWART - true family name.
2271166,TATE,JOHN EDMOND,J E,23,,01/10/1942,,Flying Officer,Royal Air Force,,44 (Rhodesia) Sqdn.,Denmark,'46344',ESBJERG (FOURFELT) CEMETERY,Coll. grave AIII. 9. 7-10.,"Son of John and Adela Tate; husband of Monica Joy Tate, of Lee-on-the-Solent, Hampshire."
2278774,TATE,FRANK ALLENBY,F A,21,,30/05/1940,02/06/1940,Private,Durham Light Infantry,,6th Bn,France,'4457496',BEAURAINS COMMUNAL CEMETERY,Row B. Grave 8.,"Son of Paddinson and Margaret Tate, of Bishop Auckland, Co. Durham."
2279234,TATE,WILLIAM A.,W A,36,,16/09/1944,,Private,Army Catering Corps,Royal Army Service Corps,,France,'10674195',"FAUBOURG D'AMIENS CEMETERY, ARRAS",Plot 8. Row A. Grave 27.,"Son of Arthur Oswald and Annie Tate, of Blackburn, Lancashire; husband of Maud Tate, of Blackburn."
2335717,TATE,KENNETH,K,25,,09/08/1944,,Gunner,Royal Artillery,,15 Medium Regt.,France,'957351',BRETTEVILLE-SUR-LAIZE CANADIAN WAR CEMETERY,XXII. G. 2.,
2341459,TATE,FRANK THOMAS,F T,29,,06/06/1944,,Private,East Yorkshire Regiment,,5th Bn.,France,'4756501',BAYEUX WAR CEMETERY,XI. D. 4.,"Son of John William and Mary Tate; husband of Olive Tate, of Ashbourne, Derbyshire."
2341460,TATE,PETER GORDON,P G,20,,09/08/1944,,Trooper,Royal Armoured Corps,,22nd Dragoons.,France,'320297',BAYEUX WAR CEMETERY,XXII. E. 18.,
2344477,TATE,HARRY GEORGE,H G,29,,08/08/1944,,Serjeant,Leicestershire Regiment,,1st Bn.,France,'4862795',RANVILLE WAR CEMETERY,III. B. 4.,"Son of Harry Arthur and Mary Elizabeth Tate, of Aylestone, Leicester."
2353600,TATE,ARTHUR,A,37,,18/12/1943,,Gunner,Royal Artillery,,125 Anti-Tank Regt.,Thailand,'923042',CHUNGKAI WAR CEMETERY,3. L. 14.,"Son of Jack and Polly Tate, of Sunderland, Co. Durham; husband of Violet Tate, of Hendon, Sunderland."
2353601,TATE,PHILIP STANLEY,P S,23,,10/09/1943,,Private,Leicestershire Regiment,,1st Bn.,Thailand,'4863470',CHUNGKAI WAR CEMETERY,4. B. 4.,"Son of William and Norah Tate, of Hinckley, Leicestershire."
235446,TATE,,J H C,20,,17/02/1917,,Private,Royal Berkshire Regiment,,1st Bn.,France,'9660',"REGINA TRENCH CEMETERY, GRANDCOURT",V. B. 19.,"Son of Mrs. M. M. Briggs (formerly Tate), of 41, Edale Rd., Silwood St., Rotherhithe, London."
2361577,TATE,ALBAN EDWARD TREVOR,A E T,53,D S C,05/09/1943,,Captain,Royal Navy,,H.M.S. Wildfire.,United Kingdom,,"GILLINGHAM (WOODLANDS) CEMETERY, KENT",Naval Reservation. Grave 1502.,"Son of Admiral Alban Giffard Tate and of Clara Tate (nee Trevor); husband of Millicent Helena Tate, of Burley, Hampshire."
2363864,TATE,HAROLD SYDNEY,H S,27,,13/02/1941,,First Radio Officer,Merchant Navy,,M.V. Arthur F. Corwin (London),United Kingdom,,TOWER HILL MEMORIAL,Panel 10.,"Son of Henry Arthur and Rosetta Maud Tate, of Palmer's Green, Middlesex; husband of Gwendoline A. Tate, of Bitterne, Southampton."
2363865,TATE,JAMES GIBSON,J G,45,,21/02/1943,,Fireman and Trimmer,Merchant Navy,,S.S. Radhurst (London),United Kingdom,,TOWER HILL MEMORIAL,Panel 86.,"Son of Christopher and Ellen Tate; husband of Eva Tate, of South Shields, Co. Durham."
2363866,TATE,JOHN HENRY KEMPSTER,J H K,17,,10/08/1942,,Galley Boy,Merchant Navy,,S.S. Condylis (Greece),United Kingdom,,TOWER HILL MEMORIAL,Panel 31.,"Son of Henry Kempster Tate and Elizabeth Tate, of Amble, Northumberland."
2363867,TATE,JOSEPH,J,26,,19/04/1942,,Fireman and Trimmer,Merchant Navy,,S.S. Harpagon (London),United Kingdom,,TOWER HILL MEMORIAL,Panel 55.,"Son of Joseph and Margaret Tate, of South Shields, Co. Durham; husband of Evelen Tate, of South Shields."
2363868,TATE,REGINALD WILLIAM,R W,54,O B E,29/10/1942,,Master,Merchant Navy,,M.V. Abosso (Liverpool),United Kingdom,,TOWER HILL MEMORIAL,Panel 1.,
2363869,TATE,REYNOLD,R,35,,02/01/1942,,Master,Merchant Navy,,S.S. Waziristan (Newcastle-on-Tyne),United Kingdom,,TOWER HILL MEMORIAL,Panel 117.,
2383338,TATE,PERCIVAL ALBAN,P A,,,27/05/1942,,Lieutenant,"Royal Tank Regiment, R.A.C.",,44th,Libya,'130259',"KNIGHTSBRIDGE WAR CEMETERY, ACROMA",1. A. 16.,
2390038,TATE,LESLIE WILLIAM,L W,,,21/04/1945,,Rifleman,Cameronians (Scottish Rifles),,2nd Bn.,Germany,'14370730',BECKLINGEN WAR CEMETERY,18. C. 8.,"Son of Arthur Rolph Tate and Emily Louise Tate, of Westcliff-on-Sea, Essex."
239085,TATE,,T,27,,18/09/1917,,Corporal,Royal Engineers,,"""L"" Sig. Bn.",France,'28991',"JANVAL CEMETERY, DIEPPE",I. K. 1.,"Son of John and Eliza Ann Tate, of 15, Cemetery Rd., East Kirkby, Nottingham. Native of Kirkby-in-Ashfield, Nottingham."
2391877,TATE,THOMAS THOMPSON ALLISON,T T A,,,17/06/1940,,Private,Pioneer Corps,,Aux. Mil.,France,'13002832',PREFAILLES COMMUNAL CEMETERY,Grave 6.,"Son of Ezekiel and Maria Tate; husband of Sarah Ann Tate, of Sunderland, Co. Durham."
2402493,TATE,RONALD,R,23,,02/09/1945,,Private,Durham Light Infantry,,,United Kingdom,'4452463',HULL NORTHERN CEMETERY,Compt. 109. Grave 18.,"Son of John Charles and Lilian Frances Tate, of Hull; husband of Harriet Edna Tate, of Hull."
2403884,TATE,TREVOR ANTHONY,T A,20,,24/08/1942,,Sergeant,Royal Air Force Volunteer Reserve,,,United Kingdom,'1023722',HEYSHAM (HALE CARR) CEMETERY,Plot Blue 'D'. Grave 55.,"Son of Hilda Frances Tate, of Morecambe."
2412526,TATE,DESMOND,D,,,30/04/1942,,Sapper,Royal Engineers,,16 Bomb Disposal Coy.,United Kingdom,'2128618',LIVERPOOL (WEST DERBY) CEMETERY,Sec. B. C. of E. Grave 134.,
242176,TATE,,J,,,14/11/1916,,Private,Northumberland Fusiliers,,1st/7th Bn.,France,'290820',WARLENCOURT BRITISH CEMETERY,VIII. E. 35.,
2449754,TATE,JAMES DANIEL,J D,,,03/06/1940,,Fusilier,Royal Irish Fusiliers,,1st Bn.,United Kingdom,'6975350',BIRMINGHAM (WARSTONE LANE) CEMETERY,Sec. G. Grave 923.,
247303,TATE,ALFRED LIONEL,A L,20,,20/10/1918,,Private,Machine Gun Corps (Infantry),,62nd Coy.,France,'131082',QUIEVY COMMUNAL CEMETERY EXTENSION,B. 16.,"Son of Harry and Annie Tate, of 4, Mafeking Grove, Beeston, Leeds."
2473071,TATE,GEORGE JOHN,G J,,,22/05/1941,,Ordinary Seaman,Royal Navy,,H.M.S. Greyhound,United Kingdom,'C/JX 195513',CHATHAM NAVAL MEMORIAL,"45, 1.",
2473072,TATE,HERBERT GEORGE,H G,23,,09/12/1942,,Leading Stoker,Royal Navy,,H.M.S. Marigold,United Kingdom,'C/KX 96953',CHATHAM NAVAL MEMORIAL,"61, 2.","Son of Thomas Clarence and Florence Elizabeth Tate, of Canvey Island, Essex."
2473073,TATE,JAMES WILLIAM,J W,29,,29/05/1940,,Able Seaman,Royal Navy,,H.M.S. Grenade,United Kingdom,'C/JX 130007',CHATHAM NAVAL MEMORIAL,"36, 1.","Son of James and Gertrude Tate; husband of Ellen Eileen Tate, of Hull, Yorkshire."
2473074,TATE,JOHN WILLIAM,J W,,,20/07/1941,,Able Seaman,Royal Navy,,H.M.S. Warspite,United Kingdom,'C/SSX 27170',CHATHAM NAVAL MEMORIAL,"43, 3.",
2497863,TATE,GEORGE STUART,G S,39,,31/01/1942,,Petty Officer Stoker,Royal Navy,,H.M.S. Belmont,United Kingdom,'P/K 61675',PORTSMOUTH NAVAL MEMORIAL,"Panel 67, Column 3.","Son of Lancelot and Amy Tate, of Newcastle-on-Tyne; husband of Annie Tate, of Fenham, Newcastle-on-Tyne."
2497864,TATE,MILTON,M,25,,18/02/1940,,Stoker 1st Class,Royal Navy,,H.M.S. Daring,United Kingdom,'P/KX 84616',PORTSMOUTH NAVAL MEMORIAL,"Panel 42, Column 3.",
2497865,TATE,THOMAS ERNEST,T E,21,,26/03/1942,,Leading Writer,Royal Navy,,H.M.S. Jaguar,United Kingdom,'P/MX 70043',PORTSMOUTH NAVAL MEMORIAL,"Panel 69, Column 3.","Son of John Henry and Edith Emily Tate, of Darlington, Co. Durham."
2497866,TATE,WILLIAM,W,30,Mentioned in Despatches,18/02/1944,,Petty Officer Stoker,Royal Navy,,H.M.S. Penelope,United Kingdom,'P/KX 83808',PORTSMOUTH NAVAL MEMORIAL,"Panel 85, Column 2.","Son of John and Catherine Tate; husband of Margaret Tate, of Alvaston, Derbyshire."
2499621,TATE,JOHN SIMPSON,J S,23,,04/07/1940,,Junior Engineer,Naval Auxiliary Personnel (Merchant Navy),,H.M.S. Foylebank,United Kingdom,,LIVERPOOL NAVAL MEMORIAL,"Panel 13, Column 1.","Son of John and Rowena Tate, of Belfast."
25502,TATE,ALAN,A,19,,30/07/1918,,Private,Queen's Own (Royal West Kent Regiment),,10th Bn.,France,'11035',ESQUELBECQ MILITARY CEMETERY,III. D. 17.,"Son of Alice Tate; husband of Christina Serman (formerly Tate), of Hatchet Lane, Winkfield, Windsor."
2604085,TATE,GEORGE HERBERT,G H,21,,01/08/1944,,Private,Royal Army Ordnance Corps,,,Italy,'4351178',SALERNO WAR CEMETERY,I. F. 39.,"Son of Margaret Adeline Tate, of Thornbury, Bradford, Yorkshire."
