id,surname,forename,initials,age_text,honours,date_of_death,date_of_death2,rank,regiment,secondary_regiment,unitshipsquadron,country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation,
2488780,THACKER,ROGER EWART,R E,30,,05/11/1939,,Telegraphist,Royal Naval Volunteer (Wireless) Reserve,,H.M. Trawler Northern Rover,United Kingdom,'D/WRX 509',PLYMOUTH NAVAL MEMORIAL,"Panel 36, Column 1.","Son of Frederick Charles and Kate Thacker; husband of Phyllis Thacker, of Hemel Hempstead, Hertfordshire."
253607,THACKER,CLARENCE OWEN,C O,18,,24/04/1918,,Private,Northamptonshire Regiment,,6th Bn.,France,'52142',HANGARD COMMUNAL CEMETERY EXTENSION,I. G. 2.,"Son of James and Annie Thacker, of 24, Ansdell Rd., North Lytham, Lancs."
2613121,THACKER,BERNARD ERNEST,B E,28,,16/03/1944,,Private,Royal Sussex Regiment,,,Italy,'6406876',CASSINO WAR CEMETERY,VII. E. 3.,"Son of Ernest William and Daisy Thacker, of Brighton, Sussex."
2633153,THACKER,ERNEST,E,20,,07/01/1943,,Gunner,Royal Artillery,,80 H.A.A. Regt.,Tunisia,'11425689',MEDJEZ-EL-BAB MEMORIAL,Face 8.,Son of William and Emma Thacker.
2703711,THACKER,STEPHEN,S,23,,27/04/1943,,Greaser,Merchant Navy,,S.S. Rother (Goole),United Kingdom,,SUTTON-IN-ASHFIELD CEMETERY,Sec. A. Grave 11555.,"Son of Mr. and Mrs. John Thacker, of Sutton-in-Ashfield."
2720970,THACKER,ARTHUR CHARLES,A C,20,,18/02/1941,,Gunner,Royal Artillery,,"317 Bty., 36 Searchlight Regt.",United Kingdom,'2083649',LOWESTOFT (KIRKLEY) CEMETERY,Sec. I. Grave 203.,"Son of Arthur Henry and Elizabeth Alice Thacker, of Lowestoft."
272707,THACKER,,R G,25,,09/10/1916,,Private,Royal Sussex Regiment,,7th Bn.,France,'G/5000',"HEILLY STATION CEMETERY, MERICOURT-L'ABBE",III. D. 70.,"Son of Mr. and Mrs. Thacker, of 45, Russell St., Brixton, London."
2743600,THACKER,WILLIAM NORMAN,W N,30,,17/02/1918,,Lieutenant,Royal Naval Volunteer Reserve,,H.M.M.L. 520.,"Ireland, Republic of",,COBH OLD CHURCH CEMETERY,D. 13. 64.,"Son of Thomas William and Ellen Rebecca Wingfield Thacker, of Monken Hadley, Herts."
2751573,THACKER,JOHN,J,24,,16/09/1916,,Private,Royal Munster Fusiliers,,"""E"" Coy. 3rd Bn.",United Kingdom,'2670',BARNSLEY CEMETERY,ZA. 9.,
2761197,THACKER,FREDERICK HAROLD,F H,21,,01/09/1943,,Pilot Officer,Royal Air Force Volunteer Reserve,,158 Sqdn.,Germany,'155199',BERLIN 1939-1945 WAR CEMETERY,Coll. grave 5. F. 15-18.,"Son of Harold and Maud Isobel Thacker, of Upton Park, Essex."
2764498,THACKER,ALBERT EDWARD,A E,43,,30/11/1945,,Gunner,Royal Artillery,,,United Kingdom,'1417289',THETFORD CEMETERY,Plot D. Row V. Grave 862.,"Son of William and Emily Mary Thacker, of Thetford, husband of Edith Marion Thacker, of Thetford."
2777079,THACKER,WILLIAM,W,37,,10/05/1940,,Private,Royal Warwickshire Regiment,,2nd Bn.,France,'5101522',WORMHOUDT COMMUNAL CEMETERY,Row B. Grave 23.,"Son of William and Elizabeth Thacker; husband of Jessie Thacker, of Kingstanding, Birmingham."
2854254,THACKER,ARTHUR,A,21,,13/11/1916,,Private,Royal Marine Light Infantry,,1st R.M. Bn. R.N. Div.,France,'PO/17505',"ANCRE BRITISH CEMETERY, BEAUMONT-HAMEL",V. D. 3.,
2854255,THACKER,,J A,,,03/09/1916,,Lance Serjeant,Sherwood Foresters (Notts and Derby Regiment),,17th Bn.,France,'27524',"ANCRE BRITISH CEMETERY, BEAUMONT-HAMEL",VI. F. 28.,
2959585,THACKER,JAMES HALL,J H,34,,23/08/1918,,Private,Lancashire Fusiliers,,2nd/7th Bn.,Belgium,'39163',SCHOONSELHOF CEMETERY,"Plot IIa, 23.","Son of John and Martha Thacker; husband of Martha E. Thacker, of South Green, Terrington St. Clement, King's Lynn. Born at Terrington St. Clement."
3038777,THACKER,CHARLES ALFRED,C A,36,,31/05/1916,,Petty Officer,Royal Navy,,"H.M.S. ""Queen Mary.""",United Kingdom,'190651',PORTSMOUTH NAVAL MEMORIAL,12.,"Husband of Beatrice Dring (formerly Thacker), of 214, Newcombe Rd., Fratton, Portsmouth."
3041728,THACKER,RAYMOND AMBROSE,R A,29,,10/09/1917,,Engineman,Royal Naval Reserve,,"H.M. Trawler ""Loch Ard.""",United Kingdom,'268ES',PORTSMOUTH NAVAL MEMORIAL,28.,"Son of John and Emily Thacker, of Kessingland, Lowestoft; husband of Isabella Souter Thacker, of 143, Victoria Rd., Torry, Aberdeen."
3048088,THACKER,FREDERICK,F,34,,22/03/1918,,Stoker 1st Class,Royal Navy,,"H.M.S. ""Gaillardia.""",United Kingdom,'K/37866',CHATHAM NAVAL MEMORIAL,29.,"Son of Mr. and Mrs. L. E. Thacker, of 5, Short Rd., Chiswick, Middx."
3048089,THACKER,GEORGE DANIEL,G D,,,15/02/1918,,Skipper,Royal Naval Reserve,,"H.M. Drifter ""Cosmos.""",United Kingdom,,CHATHAM NAVAL MEMORIAL,30.,
3053749,THACKER,TOM,T,19,,14/08/1917,,Deck Hand,Royal Naval Reserve,,"H.M.S. ""Prize.""",United Kingdom,'8060DA',CHATHAM NAVAL MEMORIAL,26.,"Son of Mrs. J. Thacker, of White Horse Corner, Carlton Colville, Suffolk."
305656,THACKER,,H,30,,01/07/1916,,Private,South Staffordshire Regiment,,1st/6th Bn.,France,'240794',"GOMMECOURT WOOD NEW CEMETERY, FONCQUEVILLERS",I. E. 12.,"Son of the late William and Elizabeth Thacker, of Wolverhampton; husband of Ellen Rebecca Thacker, of 50, Stafford St., Wolverhampton."
309584,THACKER,,J,23,,20/07/1918,,Lance Corporal,West Yorkshire Regiment (Prince of Wales's Own),,2nd/5th Bn.,France,'201689',MARFAUX BRITISH CEMETERY,II. J. 8.,"Son of Mrs. E. A. Thacker, of 17, Aberdeen Terrace, Clayton, Bradford, Yorks, and the late James Thacker."
3114364,THACKER,PETER,P,15,,18/02/1945,,Civilian,Civilian War Dead,,,Civilian War Dead,,"BEXLEY, MUNICIPAL BOROUGH",,"Son of John William Henry and Florence A. Thacker, of 44 Stephen Road, Barnehurst. Died at Bourne Woods, Bourne Road, Crayford."
3122147,THACKER,ANTHONY JAMES,A J,3,,29/06/1943,,Civilian,Civilian War Dead,,,Civilian War Dead,,"LINCOLN, COUNTY BOROUGH",,"of 24 Highfield Avenue. Son of James Robert Thacker, and of Lena May Thacker. Injured 11 June 1943, at 24 Highfield Avenue; died at County Hospital."
3122148,THACKER,LENA MAY,L M,38,,11/06/1943,,Civilian,Civilian War Dead,,,Civilian War Dead,,"LINCOLN, COUNTY BOROUGH",,of 24 Highfield Avenue. Wife of James Robert Thacker. Died at 24 Highfield Avenue.
3131962,THACKER,HENRY,H,62,,16/04/1941,,Civilian,Civilian War Dead,,,Civilian War Dead,,"ISLINGTON, METROPOLITAN BOROUGH",,of 69 Foxham Road. Died at 69 Foxham Road.
3136237,THACKER,JOHN THOMAS HENRY,J T H,19,,07/09/1940,,Civilian,Civilian War Dead,,,Civilian War Dead,,"POPLAR, METROPOLITAN BOROUGH",,of 38 Blackwall Way. Son of John and Margaret Thacker. Died at Prestage Street.
3146136,THACKER,FREDERICK,F,76,,25/06/1942,,Civilian,Civilian War Dead,,,Civilian War Dead,,"GREAT YARMOUTH, COUNTY BOROUGH",,of 69 Blackfriars Road. Husband of Mary Ann Thacker. Died at 9 Row 108.
3146137,THACKER,MARY ANN,M A,76,,25/06/1942,,Civilian,Civilian War Dead,,,Civilian War Dead,,"GREAT YARMOUTH, COUNTY BOROUGH",,of 69 Blackfriars Road. Wife of Frederick Thacker. Died at 9 Row 108.
3148969,THACKER,BERTIE EDWARD,B E,56,,29/09/1940,,Civilian,Civilian War Dead,,,Civilian War Dead,,"LOWESTOFT, MUNICIPAL BOROUGH",,at Herring Market.
321972,THACKER,THOMAS,T,21,,20/10/1918,,Private,Cambridgeshire Regiment,,1st/1st Bn.,France,'44303',SAMEON CHURCHYARD,S. E. part.,"Son of George and Annie Thacker, of 115, Meadow Lane, Coalville, Leicestershire."
325558,THACKER,,T E,,,22/08/1918,,Private,Machine Gun Corps (Infantry),,19th Bn.,France,'144155',BESANCON (ST. CLAUDE) COMMUNAL CEMETERY,"Military Plot, at far end.","Son of William Thacker, of 41, Rotherham St., Sheffield."
379430,THACKER,,G H,22,,07/11/1918,,Corporal,Leicestershire Regiment,,"""C"" Coy. 4th Bn.",United Kingdom,'200087',LEICESTER (WELFORD ROAD) CEMETERY,"D. ""C."" 203.","Son of Mr. and Mrs. J. A. Thacker, of 122, Hopefield Rd., Leicester."
382252,THACKER,CHARLES FREDERICK,C F,41,,04/01/1921,,Private,The King's Regiment (Liverpool),,25th Bn.,United Kingdom,'89237',CAMBERWELL OLD CEMETERY,107. 26649.,"Son of George and Eliza Thacker, of Peckham; husband of Helena Mary Thacker, of 116, Copleston Rd., Peckham, London."
389192,THACKER,,J,22,,20/02/1919,,Private,Middlesex Regiment,,5th Bn.,United Kingdom,'L/14364',HESTON (ST. LEONARD) CHURCHYARD,N. 15.,
396879,THACKER,,J,,,08/05/1921,,Private,North Staffordshire Regiment,,1st/5th Bn.,United Kingdom,'203157',UTTOXETER CEMETERY,R.C. I. 128.,
4005096,THACKER,JAMES HENRY,J H,18,,01/01/1915,,Private,Royal Marine Light Infantry,,"H.M.S. ""Formidable.""",United Kingdom,'CH/17955',CHATHAM NAVAL MEMORIAL,13.,"Son of Mr. W. J. and Mrs. L. J. Thacker, of 3, Lestock Place, East St., Walworth, London. Native of Camberwell. London."
403607,THACKER,,H J,,,05/10/1915,,Serjeant,Royal Warwickshire Regiment,,,United Kingdom,'3738',BIRMINGHAM (LODGE HILL) CEMETERY,Screen Wall. B10. 2. 213C.,
436189,THACKER,WALTER,W,45,,02/09/1917,,Private,Royal Engineers,Labour Corps,9th Labour Bn.,Belgium,'122719',CANADA FARM CEMETERY,II. G. 25.,"Son of William and Maria Thacker, of Croydon, Royston, Herts.; husband of L. Thacker, of 54, Western Rd., Burnham-on-Crouch, Essex."
43720,THACKER,,F G,,,02/06/1918,,Private,Queen's Own (Royal West Kent Regiment),,7th Bn.,France,'29396',"RIBEMONT COMMUNAL CEMETERY EXTENSION, SOMME",IV. B. 3.,
446734,THACKER,,W,37,,31/07/1917,,Gunner,Royal Garrison Artillery,,301st Siege Bty.,Belgium,'366215',YPRES TOWN CEMETERY EXTENSION,III. B. 13.,"Husband of Frances Thacker, of Sturston Rd., Ashbourne, Derbyshire."
473956,THACKER,PERCY WILLIAM JAMES,P W J,20,,14/06/1920,,Air Mechanic 1st Class,Royal Air Force,,14th Sqdn.,Egypt,'333723',SUEZ WAR MEMORIAL CEMETERY,B. 80.,"Son of George William and Emily Mary Thacker, of 1, Lime Kiln Lane, Thetford, Norfolk."
480740,THACKER,FRANK,F,18,,07/02/1916,,Private,East Yorkshire Regiment,,1st/4th Bn.,Belgium,'4455',MAPLE COPSE CEMETERY,Sp. Mem. F. 1.,"Son of Joseph Henry and Sarah Jane Thacker, of 23, St. Mary's Terrace, Beverley."
506399,THACKER,STANLEY ARTHUR,S A,22,,18/05/1917,,Lance Corporal,Middlesex Regiment,,11th Bn.,France,'50092',ETAPLES MILITARY CEMETERY,XVIII. O. 17A.,"Son of Mr. and Mrs. D. Thacker, of Eddystone Villa, Kirkley Run West, Lowestoft."
530344,THACKER,FRED,F,19,,02/06/1918,,Private,Worcestershire Regiment,,2nd/8th Bn.,France,'207425',"ST. VENANT-ROBECQ ROAD BRITISH CEMETERY, ROBECQ",II. B. 20.,"Son of Frank William and Annie Sophia Thacker, of 1, Beakes Rd., Bearwood, Smethwick, Birmingham. Native of Erdington, Birmingham."
536873,THACKER,LESLIE WILFRED,L W,20,,25/10/1918,,Lance Corporal,Middlesex Regiment,,"""C"" Coy. 1st Bn.",France,'53069',AWOINGT BRITISH CEMETERY,II. D. 8.,"Son of Sarah Thacker, of 68, Englefield Rd., Canonbury, London, and the late John Thomas Thacker."
543728,THACKER,ARTHUR COLIN,A C,24,,25/09/1916,,Private,Grenadier Guards,,2nd Bn.,France,'24058',"GUARDS' CEMETERY, LESBOEUFS",Sp. Mem. 75.,"Son of John and Sarah Thacker, of 27, London Rd., Chesterton, Stoke-on-Trent."
550417,THACKER,,P H,19,,03/09/1916,,Private,Royal Warwickshire Regiment,,15th Bn.,France,'1498',"DELVILLE WOOD CEMETERY, LONGUEVAL",XXV. D. 6.,"Son of F. W. and Emma Etta Thacker, of 12, Reddicap Hill, Sutton Coldfield, Birmingham."
554054,THACKER,,A E,,,22/07/1916,,Private,Queen's Own (Royal West Kent Regiment),,1st Bn.,France,'G/5023',"CATERPILLAR VALLEY CEMETERY, LONGUEVAL",XV. H. 3.,
564401,THACKER,SIDNEY FREDERICK,S F,20,,23/06/1916,,Rifleman,London Regiment,,17th Bn.,France,'2886',"TRANCHEE DE MECKNES CEMETERY, AIX-NOULETTE",E. 2.,Son of the late Henry and Clara Thacker.
582523,THACKER,THOMAS CHARLES,T C,28,M M,07/11/1918,,Corporal,King's Royal Rifle Corps,,4th Bn.,France,'R/10974',ST. REMY-CHAUSSEE COMMUNAL CEMETERY,In South-East part.,"Son of T. and S. Thacker, of 39, Piggott St., Wimblebury, Hednesford, Staffs., husband of Florence May Thacker, of 28, Maxton Rd., Dover."
630452,THACKER,,T R,,,16/03/1918,,Private,Royal Warwickshire Regiment,,9th Bn.,Iraq,'2645',AMARA WAR CEMETERY,XII. E. 6.,
651483,THACKER,,H,,,02/11/1917,,Private,London Regiment,,10th Bn.,Israel and Palestine (including Gaza),'420426',GAZA WAR CEMETERY,XIV. B. 12.,
68139,THACKER,WILLIAM WRIGHT,W W,22,,24/03/1917,,Private,Sherwood Foresters (Notts and Derby Regiment),,2nd Bn.,France,'17852',"PHILOSOPHE BRITISH CEMETERY, MAZINGARBE",I. N. 18.,"Adopted son of Mrs. P. Wright, of 16, Whitfield St., Newark, Notts."
686376,THACKER,WILLIAM SHAW,W S,,,07/08/1915,,Private,North Staffordshire Regiment,,17th Bn.,Turkey (including Gallipoli),'12875',HELLES MEMORIAL,Panel 171 to 173.,
777126,THACKER,CHARLES PERCY,C P,19,,24/03/1918,,Private,East Surrey Regiment,,12th Bn.,France,'35995',ARRAS MEMORIAL,Bay 6.,"Son of Clark and Jessie Elizabeth Thacker, of I, Essex Rd., Boreham Wood, Herts."
777127,THACKER,FREDERICK GEORGE,F G,,,24/03/1918,,Able Seaman,Royal Naval Volunteer Reserve,,Anson Bn. R.N. Div.,France,'R/4724',ARRAS MEMORIAL,Bay 1.,
777128,THACKER,WILLIAM ALFRED,W A,19,,12/05/1917,,Second Lieutenant,Yorkshire Regiment,South Staffordshire Regiment,7th Bn.,France,,ARRAS MEMORIAL,Bay 5.,"Only son of Ernest and Gertrude Emily Thacker, of ""Beechcroft"", Sandwell St., Walsall, Staffs. A student at Cambridge. Gazetted Nov.,1916."
815510,THACKER,EDWIN SAMUEL,E S,,,21/12/1916,,Private,Duke of Cornwall's Light Infantry,,7th Bn.,France,'28959',THIEPVAL MEMORIAL,Pier and Face 6 B.,
815511,THACKER,JOHN,J,,,17/02/1917,,Able Seaman,Royal Naval Volunteer Reserve,,Howe Bn. R.N. Div.,France,'R/178',THIEPVAL MEMORIAL,Pier and Face 1 A.,
827372,THACKER,ARTHUR,A,26,,22/10/1917,,Corporal,Lancashire Fusiliers,,18th Bn.,Belgium,'41112',TYNE COT MEMORIAL,Panel 54 to 60.,"Son of Frank William and Annie Sophia Thacker, of 1, Beakes Rd., Bearwood, Birmingham."
827373,THACKER,ARTHUR LESLIE,A L,,,04/10/1917,,Private,Hampshire Regiment,,1st Bn.,Belgium,'38481',TYNE COT MEMORIAL,Panel 88 to 90.,
83548,THACKER,FREDERICK GEORGE,F G,19,,01/04/1918,,Gunner,Royal Field Artillery,,"""A"" Bty. 178th Bde.",France,'222387',DOULLENS COMMUNAL CEMETERY EXTENSION NO.1,VI. F. 23.,"Son of Mr. and Mrs. G. W. Thacker, of 46, Pennell St., Lincoln."
866323,THACKER,HERBERT,H,19,,12/04/1918,,Private,Durham Light Infantry,,1st/5th Bn.,Belgium,'81693',PLOEGSTEERT MEMORIAL,Panel 8 and 9.,"Son of Mrs. Louisa Thacker, of 140, Burton Rd., Lincoln."
99793,THACKER,WILFRID,W,22,,25/09/1917,,Gunner,Royal Garrison Artillery,,146th Heavy Bty.,Belgium,'294747',YPRES RESERVOIR CEMETERY,I. A. 82.,"Son of Mr. C. and Mrs. J. Thacker, of Thirkella, Hull."
2270293,THACKER-DAY,ERIC NORMAN,E N,26,,25/12/1944,,Lance Corporal,Hampshire Regiment,,5th Bn.,Czech Republic,'5503343',PRAGUE WAR CEMETERY,I. E. 4.,"Son of Albert John and Alice Elizabeth Thacker-Day, of Bournemouth, Hampshire; husband of Marjorie Joy Thacker-Day, of Kinson, Bournemouth."
